Frame ID,Marker ID,Top Left,Top Right,Bottom Right,Bottom Left,Distance,Yaw,Pitch,Roll
443,7,"(399.0, 547.0)","(418.0, 547.0)","(414.0, 569.0)","(395.0, 569.0)",1.590002861265278,151.47328456684085,45.71374407462129,-19.011692346857153
444,7,"(399.0, 547.0)","(418.0, 547.0)","(414.0, 569.0)","(395.0, 569.0)",1.590002861265278,151.47328456684085,45.71374407462129,-19.011692346857153
445,7,"(399.0, 547.0)","(418.0, 547.0)","(414.0, 569.0)","(395.0, 569.0)",1.590002861265278,151.47328456684085,45.71374407462129,-19.011692346857153
446,7,"(399.0, 547.0)","(418.0, 547.0)","(414.0, 569.0)","(395.0, 569.0)",1.590002861265278,151.47328456684085,45.71374407462129,-19.011692346857153
447,7,"(399.0, 547.0)","(418.0, 547.0)","(414.0, 569.0)","(395.0, 569.0)",1.590002861265278,151.47328456684085,45.71374407462129,-19.011692346857153
448,7,"(399.0, 547.0)","(418.0, 547.0)","(414.0, 569.0)","(395.0, 569.0)",1.590002861265278,151.47328456684085,45.71374407462129,-19.011692346857153
449,7,"(399.0, 547.0)","(418.0, 547.0)","(414.0, 569.0)","(395.0, 568.0)",1.6257916013312184,153.71605820896932,45.51252119187398,-16.737195882801547
450,7,"(399.0, 547.0)","(418.0, 547.0)","(414.0, 569.0)","(395.0, 569.0)",1.590002861265278,151.47328456684085,45.71374407462129,-19.011692346857153
451,7,"(399.0, 546.0)","(418.0, 547.0)","(414.0, 569.0)","(395.0, 569.0)",1.5542002243962838,134.30873776511584,-64.13712368231303,45.020668095249654
452,7,"(399.0, 546.0)","(418.0, 547.0)","(415.0, 568.0)","(395.0, 568.0)",1.6256944294652276,137.15813073211453,-62.426459034930836,41.219948451751286
453,7,"(399.0, 546.0)","(418.0, 546.0)","(414.0, 568.0)","(395.0, 568.0)",1.5885449493125843,151.5663041020184,45.75091792255377,-18.937546774372162
454,7,"(403.0, 544.0)","(423.0, 544.0)","(419.0, 566.0)","(400.0, 566.0)",1.5853505362229994,152.843169173568,45.211791857096124,-18.340988034019404
455,7,"(413.0, 544.0)","(432.0, 544.0)","(429.0, 566.0)","(408.0, 566.0)",1.581565119953519,151.88326283260986,44.7518016645143,-18.14282748780312
457,7,"(438.0, 542.0)","(457.0, 543.0)","(453.0, 565.0)","(433.0, 565.0)",1.537046629787391,140.3898809487059,-62.42095370303321,40.20544099723446
458,7,"(449.0, 541.0)","(469.0, 542.0)","(465.0, 563.0)","(446.0, 563.0)",1.6059742033358955,142.11246684849914,-60.838873962697214,36.969071939085346
459,7,"(463.0, 542.0)","(483.0, 542.0)","(478.0, 564.0)","(460.0, 563.0)",1.6017423458805884,151.9036236082669,48.297232652967566,-18.00472727873602
460,7,"(477.0, 542.0)","(496.0, 542.0)","(493.0, 563.0)","(474.0, 563.0)",1.6392956862293209,151.20889629693397,47.54252793270437,-19.730468620596195
461,7,"(489.0, 541.0)","(509.0, 541.0)","(504.0, 563.0)","(486.0, 562.0)",1.594725811192354,150.9937565569062,49.413196505391454,-18.682279092022636
462,7,"(502.0, 542.0)","(521.0, 542.0)","(518.0, 565.0)","(499.0, 563.0)",1.5591348618341425,154.0518671551358,51.03854872165226,-17.870178891166773
463,7,"(513.0, 541.0)","(532.0, 542.0)","(529.0, 563.0)","(510.0, 563.0)",1.5941203628987892,144.9687900274993,-58.96084764515758,34.001439991004816
464,7,"(522.0, 541.0)","(540.0, 541.0)","(536.0, 563.0)","(518.0, 562.0)",1.5889257742829552,148.7005586517083,52.346247354230705,-21.02507445220855
465,7,"(532.0, 542.0)","(552.0, 542.0)","(548.0, 563.0)","(529.0, 562.0)",1.6662947663506475,151.0971618793165,48.79640157696983,-18.222228240514156
466,7,"(544.0, 541.0)","(563.0, 542.0)","(560.0, 563.0)","(541.0, 562.0)",1.6276836524880456,153.23151783566774,51.40604311618278,-17.83308699976171
467,7,"(552.0, 541.0)","(570.0, 541.0)","(567.0, 563.0)","(548.0, 561.0)",1.6222823750239141,151.53503328048475,52.67136578065678,-18.73335921278091
468,7,"(556.0, 541.0)","(575.0, 542.0)","(572.0, 563.0)","(553.0, 562.0)",1.6262399609037175,152.7369232656371,51.93256012010824,-18.221232762630702
469,7,"(562.0, 541.0)","(581.0, 542.0)","(577.0, 563.0)","(559.0, 562.0)",1.6241092825229346,151.0776862468757,53.07940047600988,-19.063825282297948
470,7,"(571.0, 541.0)","(589.0, 542.0)","(586.0, 563.0)","(567.0, 562.0)",1.6229238808535202,147.21806827159912,-55.86780066890931,32.93319421278833
471,7,"(582.0, 541.0)","(601.0, 542.0)","(598.0, 563.0)","(579.0, 562.0)",1.6236258676748565,151.6246816523684,53.08487317594243,-19.105438415297357
472,7,"(595.0, 542.0)","(613.0, 542.0)","(611.0, 563.0)","(592.0, 562.0)",1.6625936844294364,149.33237786920972,53.16913174737164,-21.70014836361986
473,7,"(614.0, 541.0)","(632.0, 541.0)","(630.0, 562.0)","(611.0, 562.0)",1.6209697728210746,145.5295168653579,54.10687640512881,-25.17024651694164
474,7,"(631.0, 541.0)","(649.0, 542.0)","(647.0, 563.0)","(628.0, 562.0)",1.6219456587180225,149.01622399364248,-53.40973101201849,29.934457445862375
475,7,"(646.0, 542.0)","(665.0, 542.0)","(662.0, 563.0)","(643.0, 562.0)",1.657792159453364,146.42611117227113,54.64535240834919,-22.98785765800855
476,7,"(661.0, 541.0)","(679.0, 542.0)","(677.0, 563.0)","(657.0, 562.0)",1.619393508593118,152.20370563712638,-51.46786275674817,27.887758663657653
477,7,"(675.0, 541.0)","(694.0, 541.0)","(691.0, 563.0)","(672.0, 561.0)",1.616932397889227,147.18335059770936,57.39349277055508,-22.812041418097685
478,7,"(692.0, 541.0)","(711.0, 542.0)","(709.0, 563.0)","(689.0, 562.0)",1.6221808101468302,153.51971559538256,-49.37095754633196,25.844280123769547
479,7,"(713.0, 542.0)","(733.0, 544.0)","(731.0, 563.0)","(711.0, 562.0)",1.7485500597996346,153.3686789633416,-44.22528295520364,24.357254087860525
480,7,"(739.0, 542.0)","(758.0, 543.0)","(757.0, 564.0)","(737.0, 562.0)",1.6673497488813682,150.67393215835511,59.26481809613861,-21.795692716065066
482,7,"(800.0, 541.0)","(820.0, 543.0)","(818.0, 564.0)","(798.0, 563.0)",1.5970495918112417,155.24133537140696,-44.52393018358062,23.932662554317833
485,7,"(858.0, 544.0)","(878.0, 545.0)","(876.0, 567.0)","(856.0, 566.0)",1.576517809400111,158.76143919714696,-43.62766548378951,21.371622768873095
486,7,"(880.0, 543.0)","(899.0, 544.0)","(898.0, 566.0)","(878.0, 565.0)",1.5821944952401068,158.30708132900205,-43.61816853994518,21.3047090350213
488,7,"(927.0, 545.0)","(949.0, 546.0)","(947.0, 568.0)","(925.0, 566.0)",1.6308096600522726,138.5894470522928,65.54959446312208,-31.12362033371109
489,7,"(954.0, 545.0)","(975.0, 546.0)","(973.0, 569.0)","(952.0, 568.0)",1.533868977542066,161.87311124373318,-40.18408512439196,19.033054504455993
490,7,"(981.0, 546.0)","(1002.0, 548.0)","(1001.0, 569.0)","(979.0, 568.0)",1.6521653986535327,161.27602637148394,-35.736160992821084,18.532501187233073
491,7,"(1000.0, 546.0)","(1022.0, 548.0)","(1020.0, 571.0)","(999.0, 570.0)",1.5203541008688917,160.78468612904987,-38.12388702881104,19.50465845018353
492,7,"(1017.0, 547.0)","(1039.0, 549.0)","(1037.0, 572.0)","(1015.0, 571.0)",1.5243737924007412,162.25175377172414,-36.924934115401335,18.871234812856066
493,7,"(1036.0, 548.0)","(1058.0, 550.0)","(1055.0, 573.0)","(1033.0, 571.0)",1.5597698741703698,162.9299550317595,-35.30559575601852,19.756754053269344
494,7,"(1049.0, 548.0)","(1072.0, 548.0)","(1071.0, 572.0)","(1047.0, 571.0)",1.5355383405198875,118.47030928928217,68.88443000993965,-50.29894836410408
495,7,"(1058.0, 549.0)","(1081.0, 550.0)","(1079.0, 573.0)","(1056.0, 572.0)",1.5731263531474056,165.69050406357613,-33.91334031134968,15.729426343860446
496,7,"(1064.0, 549.0)","(1087.0, 550.0)","(1084.0, 574.0)","(1062.0, 572.0)",1.54031907365218,116.17111917026443,72.33822727512948,-52.60930745735762
497,7,"(1068.0, 549.0)","(1091.0, 550.0)","(1089.0, 574.0)","(1066.0, 572.0)",1.5450189176461329,118.35632196207013,71.95883079803993,-50.996105015541964
498,7,"(1072.0, 549.0)","(1095.0, 550.0)","(1092.0, 574.0)","(1070.0, 572.0)",1.5433434445479486,114.94417609365054,72.58911090293046,-53.813206527396204
499,7,"(1074.0, 549.0)","(1096.0, 549.0)","(1094.0, 574.0)","(1072.0, 572.0)",1.5128162240854957,109.31206867334663,72.26398518797865,-59.95349813207144
500,7,"(1075.0, 549.0)","(1098.0, 549.0)","(1097.0, 573.0)","(1073.0, 572.0)",1.5464503072244444,114.93249682354886,69.64927348686682,-53.679685954183384
501,7,"(1076.0, 548.0)","(1098.0, 550.0)","(1097.0, 574.0)","(1073.0, 572.0)",1.5162354947416563,162.50960954347036,-34.02084222282067,18.83992772531688
502,7,"(1076.0, 549.0)","(1099.0, 550.0)","(1097.0, 574.0)","(1073.0, 572.0)",1.5445252181917688,118.04815868569894,71.76296612244401,-50.340567368671884
503,7,"(1076.0, 549.0)","(1098.0, 550.0)","(1096.0, 574.0)","(1073.0, 572.0)",1.5446220135164874,114.35255874036994,72.65208506919741,-54.393808701700465
504,7,"(1076.0, 549.0)","(1099.0, 550.0)","(1096.0, 574.0)","(1073.0, 572.0)",1.5410657577141913,115.283699468622,72.28215478311864,-52.53545911893551
505,7,"(1076.0, 549.0)","(1099.0, 550.0)","(1096.0, 574.0)","(1074.0, 573.0)",1.5126735814341576,165.9589544272913,-35.57746088477931,16.487534427400146
506,7,"(1076.0, 549.0)","(1099.0, 550.0)","(1096.0, 574.0)","(1074.0, 572.0)",1.5448756366796135,114.31955203663412,72.71167558098911,-54.42666624351263
507,7,"(1075.0, 549.0)","(1099.0, 551.0)","(1096.0, 574.0)","(1073.0, 572.0)",1.5795599618132599,164.0628342371145,-31.92044628285781,17.87590156501852
508,7,"(1076.0, 549.0)","(1098.0, 550.0)","(1096.0, 574.0)","(1073.0, 572.0)",1.5446220135164874,114.35255874036994,72.65208506919741,-54.393808701700465
509,7,"(1075.0, 549.0)","(1098.0, 550.0)","(1096.0, 574.0)","(1074.0, 573.0)",1.5188358717284978,164.5012702242698,-35.45969450731996,16.43604324869678
510,7,"(1076.0, 548.0)","(1098.0, 550.0)","(1096.0, 575.0)","(1073.0, 572.0)",1.482764042265264,115.53820248864592,75.32528175593353,-54.779594648239616
511,7,"(1076.0, 549.0)","(1099.0, 550.0)","(1096.0, 574.0)","(1073.0, 572.0)",1.5410657577141913,115.283699468622,72.28215478311864,-52.53545911893551
512,7,"(1076.0, 549.0)","(1098.0, 550.0)","(1096.0, 574.0)","(1073.0, 573.0)",1.5120750825849445,165.89706627532053,-35.5867737033928,16.546101454949927
513,7,"(1076.0, 549.0)","(1099.0, 551.0)","(1097.0, 574.0)","(1073.0, 572.0)",1.5792580389596418,164.0153421241947,-31.901105570663784,17.922769019707143
514,7,"(1090.0, 548.0)","(1113.0, 550.0)","(1112.0, 573.0)","(1087.0, 572.0)",1.5519351518116302,165.14930313532383,-31.954558775230872,16.22960464419849
515,7,"(1112.0, 550.0)","(1136.0, 550.0)","(1134.0, 575.0)","(1110.0, 572.0)",1.560771166912382,115.2495948890431,72.49170643295132,-53.62013932314783
516,7,"(1129.0, 549.0)","(1153.0, 550.0)","(1151.0, 575.0)","(1127.0, 572.0)",1.5374225649894453,112.99384095811294,74.39406447336938,-56.69830496539702
517,7,"(1139.0, 549.0)","(1162.0, 551.0)","(1161.0, 575.0)","(1135.0, 573.0)",1.5396347419736562,165.44346207785637,-30.36062794269907,16.918283912221607
518,7,"(1144.0, 550.0)","(1167.0, 552.0)","(1165.0, 576.0)","(1141.0, 574.0)",1.5435529830545394,165.03784835961127,-31.571578682294774,17.55894746621351
519,7,"(1146.0, 550.0)","(1169.0, 551.0)","(1167.0, 576.0)","(1143.0, 574.0)",1.5118276618244886,102.21000094470574,74.16362232306774,-66.35532488342774
520,7,"(1146.0, 550.0)","(1170.0, 552.0)","(1168.0, 576.0)","(1143.0, 574.0)",1.5444595121021545,165.61003595435915,-30.156394390097308,16.81447496151071
521,7,"(1145.0, 552.0)","(1170.0, 553.0)","(1167.0, 577.0)","(1144.0, 576.0)",1.5472969961668075,167.4532557121412,-31.489594815084498,14.512801782125429
522,7,"(1146.0, 551.0)","(1170.0, 553.0)","(1168.0, 577.0)","(1144.0, 575.0)",1.5492840638638221,164.61275036132122,-30.73482480164153,17.160403871129304
523,7,"(1147.0, 552.0)","(1170.0, 554.0)","(1167.0, 578.0)","(1144.0, 576.0)",1.5439125055979288,165.46245844441998,-32.19125855979359,17.979896262666983
524,7,"(1146.0, 552.0)","(1170.0, 554.0)","(1168.0, 579.0)","(1145.0, 577.0)",1.492648690396694,163.24181439586067,-32.61537114215847,18.01417654702724
525,7,"(1146.0, 553.0)","(1170.0, 554.0)","(1168.0, 579.0)","(1144.0, 577.0)",1.5187154840909707,104.95418028854407,73.63832046690754,-63.99065472772832
526,7,"(1152.0, 551.0)","(1176.0, 553.0)","(1175.0, 576.0)","(1150.0, 574.0)",1.6213064261928656,164.63316622729718,-28.310339758971484,16.18810077414659
527,7,"(1176.0, 553.0)","(1200.0, 554.0)","(1198.0, 579.0)","(1174.0, 577.0)",1.5317982708317939,99.46998021425944,74.24356257449884,-69.41301770321074
528,7,"(1211.0, 556.0)","(1236.0, 558.0)","(1236.0, 582.0)","(1208.0, 580.0)",1.5876595958364066,166.1096169706794,-25.597780153314677,14.946013367342536
530,7,"(1217.0, 554.0)","(1243.0, 557.0)","(1241.0, 582.0)","(1216.0, 580.0)",1.4974316507085776,164.1793037524551,-28.625702703061883,17.306510603639214
531,7,"(1217.0, 551.0)","(1243.0, 553.0)","(1240.0, 578.0)","(1215.0, 575.0)",1.5475387183692575,101.33074520067856,76.69050914596433,-67.75456211064157
532,7,"(1217.0, 556.0)","(1243.0, 557.0)","(1242.0, 582.0)","(1215.0, 579.0)",1.5892146040997082,108.23982346380747,74.32400713487974,-60.80858741196371
533,7,"(1217.0, 553.0)","(1242.0, 553.0)","(1240.0, 580.0)","(1215.0, 578.0)",1.4598298999231738,88.40041320468687,73.65318321452973,-79.99447637750778
534,7,"(1218.0, 552.0)","(1243.0, 554.0)","(1241.0, 579.0)","(1215.0, 577.0)",1.5179873050374728,167.00709125291388,-28.475692711283767,15.853179051673782
535,7,"(1217.0, 555.0)","(1244.0, 555.0)","(1241.0, 581.0)","(1215.0, 579.0)",1.5144774856585497,97.63587370571547,72.80405466913416,-69.07976659939276
536,7,"(1217.0, 553.0)","(1243.0, 554.0)","(1241.0, 579.0)","(1215.0, 577.0)",1.5504386883759698,100.74732755143701,74.02897571256213,-67.37967061971351
537,7,"(1217.0, 553.0)","(1243.0, 556.0)","(1241.0, 580.0)","(1215.0, 578.0)",1.5530532460250983,165.4088167143171,-26.718754510766814,16.547909989264905
538,7,"(1217.0, 552.0)","(1242.0, 553.0)","(1241.0, 579.0)","(1215.0, 577.0)",1.4930987711570525,94.76199237520237,74.55354462188234,-74.59542175984451
539,7,"(1216.0, 554.0)","(1243.0, 556.0)","(1241.0, 580.0)","(1215.0, 578.0)",1.589043398914231,166.4284041422049,-25.531543979733375,14.704015763475285
540,7,"(1217.0, 553.0)","(1243.0, 556.0)","(1242.0, 580.0)","(1215.0, 579.0)",1.5241393534397838,166.0491464469046,-27.06928152203708,15.229608895521247
